id istituto,nome istituto,tasso di affollamento,indirizzo,tipo istituto,posti regolamentari,posti non disponibili,posti disponibili,totale detenuti,dati aggiornati al,polizia penitenziaria - previsti,polizia penitenziaria - effettivi,personale polizia penitenziaria aggiornato al,amministrativi - effettivi,amministrativi - previsti,personale amministrativo aggiornato al,numero complessivo,numero non disponibili,doccia,bidet,portatori di handicap,servizi igienici con porta,accensione luce autonoma,prese elettriche,data di aggiornamento spazi detentivi,latitudine,longitude,scheda istituto,stanze_disponibili,detenuti_stanza,polizia_pers,doccia_pers,bidet_pers,servizi_pers,luci_pers,prese_pers
MII178638,Modena,157.0,Strada Sant'Anna n.370 - 41122 Modena,Casa circondariale,372,3,369,578,2025-03-08,222,204,2025-12-31,21,27,2025-12-31,264.0,1.0,204.0,15.0,3.0,264.0,264.0,66.0,2025-03-08,44.67086,10.9190707,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII178638"">Vai alla scheda istituto</a>",263.0,2.2,0.35,2.83,38.53,2.19,2.19,8.76
MII178659,Monza,177.0,Via Sanquirico n.6 - 20900 Monza,Casa circondariale,411,2,409,725,2025-03-08,296,276,2025-12-31,18,29,2025-12-31,317.0,2.0,32.0,273.0,1.0,317.0,317.0,67.0,2025-03-08,45.5604241,9.28125258,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII178659"">Vai alla scheda istituto</a>",315.0,2.3,0.38,22.66,2.66,2.29,2.29,10.82
MII178666,Napoli Poggioreale,154.0,Via Nuova Poggioreale n.167 - 80143 Napoli,Casa circondariale - Giuseppe Salvia,1624,266,1358,2085,2025-03-08,828,684,2025-12-31,65,63,2025-12-31,598.0,113.0,348.0,142.0,12.0,536.0,536.0,529.0,2025-03-08,40.8599808,14.27937499,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII178666"">Vai alla scheda istituto</a>",485.0,4.3,0.33,5.99,14.68,3.89,3.89,3.94
MII178672,Napoli Secondigliano,135.0,Via Roma verso Scampia n.350 - 80144 Napoli,Casa circondariale - Pasquale Mandato,1109,14,1095,1475,2025-03-08,951,1125,2025-12-31,63,57,2025-12-31,835.0,14.0,254.0,235.0,8.0,831.0,715.0,835.0,2025-03-08,40.9104776,14.24587204,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII178672"">Vai alla scheda istituto</a>",821.0,1.8,0.76,5.81,6.28,1.77,2.06,1.77
MII178681,Noto,85.0,Via Garibaldi n.8 - 96017 Noto,Casa di reclusione - Attilio Bonincontro,176,0,176,150,2025-03-08,89,71,2025-12-31,22,19,2025-12-31,98.0,0.0,98.0,0.0,0.0,98.0,98.0,98.0,2025-03-08,36.89341275,15.07208372,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII178681"">Vai alla scheda istituto</a>",98.0,1.53,0.47,1.53,,1.53,1.53,1.53
MII178700,Novara,105.0,Via Sforzesca n.49 - 28100 Novara,Casa circondariale,156,0,156,164,2025-03-08,166,151,2025-12-31,9,17,2025-12-31,102.0,0.0,10.0,0.0,0.0,100.0,102.0,102.0,2025-03-08,45.4353796,8.63788811,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII178700"">Vai alla scheda istituto</a>",102.0,1.61,0.92,16.4,,1.64,1.61,1.61
MII179224,Nuoro,76.0,Via Badu e Carros n.1 - 08100 Nuoro,Casa circondariale,378,105,273,207,2025-03-08,191,154,2025-12-31,18,23,2025-12-31,154.0,59.0,101.0,55.0,3.0,154.0,101.0,96.0,2025-03-08,40.31421085,9.30414976,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179224"">Vai alla scheda istituto</a>",95.0,2.18,0.74,2.05,3.76,1.34,2.05,2.16
MII179237,Opera,147.0,Via Camporgnago n.40 - 20090 Milano,Casa di reclusione - Iª casa,918,22,896,1314,2025-03-08,628,528,2025-12-31,43,54,2025-12-31,818.0,22.0,230.0,625.0,4.0,818.0,226.0,236.0,2025-03-08,45.373069,9.211149,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179237"">Vai alla scheda istituto</a>",796.0,1.65,0.4,5.71,2.1,1.61,5.81,5.57
MII179274,Oristano,87.0,Loc. Su Pedriaxiu Massama n. snc - 09170 Oristano,Casa di reclusione - Salvatore Soro,264,4,260,227,2025-03-08,188,149,2025-12-31,16,22,2025-12-31,138.0,3.0,138.0,9.0,6.0,138.0,138.0,132.0,2025-03-08,39.94078795,8.61201176,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179274"">Vai alla scheda istituto</a>",135.0,1.68,0.66,1.64,25.22,1.64,1.64,1.72
MII179280,Orvieto,124.0,Via Roma n.1 - 05018 Orvieto,Casa di reclusione,98,0,98,122,2025-03-08,57,54,2025-12-31,22,21,2025-12-31,35.0,0.0,33.0,0.0,0.0,35.0,10.0,35.0,2025-03-08,42.72110485,12.11506423,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179280"">Vai alla scheda istituto</a>",35.0,3.49,0.44,3.7,,3.49,12.2,3.49
MII179290,Padova,135.0,Via Due Palazzi n.25/A - 35136 Padova,Casa circondariale,188,0,188,253,2025-03-08,142,128,2025-12-31,14,19,2025-12-31,68.0,0.0,68.0,68.0,3.0,68.0,68.0,68.0,2025-03-08,45.4451533,11.84137093,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179290"">Vai alla scheda istituto</a>",68.0,3.72,0.51,3.72,3.72,3.72,3.72,3.72
MII179299,Padova Nuovo Complesso,152.0,Via Due Palazzi n.35 - 35135 Padova,Casa di reclusione,438,63,375,570,2025-03-08,336,314,2025-12-31,27,30,2025-12-31,386.0,57.0,48.0,0.0,2.0,386.0,0.0,0.0,2025-03-08,45.4436499,11.84528382,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179299"">Vai alla scheda istituto</a>",329.0,1.73,0.55,11.88,,1.48,,
MII179306,Palermo Pagliarelli,123.0,Piazza Pietro Cerulli n.1 - 90129 Palermo,Casa circondariale - Antonio Lorusso,1165,22,1143,1404,2025-03-08,581,651,2025-12-31,50,53,2025-12-31,735.0,18.0,298.0,722.0,0.0,729.0,721.0,66.0,2025-03-08,38.09077025,13.33932043,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179306"">Vai alla scheda istituto</a>",717.0,1.96,0.46,4.71,1.94,1.93,1.95,21.27
MII179324,Palermo Ucciardone,111.0,Via Enrico Albanese n.3 - 90139 Palermo,Casa di reclusione - Calogero Di Bona,569,32,537,595,2025-03-08,341,290,2025-12-31,35,40,2025-12-31,265.0,32.0,184.0,4.0,7.0,265.0,225.0,263.0,2025-03-08,38.13289445,13.35769614,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179324"">Vai alla scheda istituto</a>",233.0,2.55,0.49,3.23,148.75,2.25,2.64,2.26
MII179331,Paliano,40.0,Viale Garibaldi n.6 - 03018 Paliano,Casa di reclusione,153,1,152,61,2025-03-08,66,63,2025-12-31,13,14,2025-12-31,57.0,1.0,46.0,11.0,0.0,57.0,55.0,56.0,2025-03-08,41.8060233,13.0580683,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179331"">Vai alla scheda istituto</a>",56.0,1.09,1.03,1.33,5.55,1.07,1.11,1.09
MII179342,Palmi,121.0,Via Trodio n.1 - 89015 Palmi,Casa circondariale - Filippo Salsone,141,0,141,170,2025-03-08,131,111,2025-12-31,12,18,2025-12-31,54.0,0.0,37.0,0.0,0.0,54.0,53.0,54.0,2025-03-08,38.3673254,15.8589302,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179342"">Vai alla scheda istituto</a>",54.0,3.15,0.65,4.59,,3.15,3.21,3.15
MII179353,Paola,118.0,Via Paolino Maria Quattrone n.1 - 87027 Paola,Casa circondariale,181,27,154,181,2025-03-08,112,104,2025-12-31,15,19,2025-12-31,161.0,12.0,156.0,3.0,0.0,161.0,159.0,161.0,2025-03-08,39.359893,16.039588,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179353"">Vai alla scheda istituto</a>",149.0,1.21,0.57,1.16,60.33,1.12,1.14,1.12
MII179364,Parma,122.0,Strada Burla n.57 - 43122 Parma,Casa di reclusione,655,40,615,752,2025-03-08,423,360,2025-12-31,1,0,2025-12-31,515.0,40.0,443.0,145.0,16.0,515.0,515.0,515.0,2025-03-08,44.8167494,10.36522212,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179364"">Vai alla scheda istituto</a>",475.0,1.58,0.48,1.7,5.19,1.46,1.46,1.46
MII179733,Voghera,117.0,Via Prati Nuovi n.7 - 27058 Voghera,Casa circondariale - Nuovo Complesso,341,1,340,398,2025-03-08,231,196,2025-12-31,13,21,2025-12-31,190.0,1.0,84.0,179.0,4.0,190.0,73.0,186.0,2025-03-08,44.9978954,8.9925217,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179733"">Vai alla scheda istituto</a>",189.0,2.11,0.49,4.74,2.22,2.09,5.45,2.14
MII179781,Perugia,144.0,Strada Pievaiola n.252 - 06132 Perugia,Casa circondariale - Nuovo complesso penitenziario Capanne,363,52,311,449,2025-03-08,234,187,2025-12-31,23,27,2025-12-31,310.0,52.0,307.0,40.0,3.0,310.0,310.0,310.0,2025-03-08,43.05317525,12.26260324,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179781"">Vai alla scheda istituto</a>",258.0,1.74,0.42,1.46,11.22,1.45,1.45,1.45
MII179818,Pesaro,159.0,Strada Fontesecco n.88 - 61122 Pesaro,Casa circondariale,156,3,153,244,2025-03-08,154,142,2025-12-31,15,18,2025-12-31,125.0,3.0,4.0,12.0,0.0,125.0,6.0,5.0,2025-03-08,43.8735952,12.85524221,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179818"">Vai alla scheda istituto</a>",122.0,2.0,0.58,61.0,20.33,1.95,40.67,48.8
MII179830,Pescara,157.0,Via San Donato n.2-  65129 Pescara,Casa circondariale,276,33,243,381,2025-03-08,166,118,2025-12-31,26,22,2025-12-31,110.0,16.0,105.0,15.0,2.0,110.0,110.0,109.0,2025-03-08,42.4506322,14.215016,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179830"">Vai alla scheda istituto</a>",94.0,4.05,0.31,3.63,25.4,3.46,3.46,3.5
MII179842,Piacenza,129.0,Via delle Novate n.65 - 29122 Piacenza,Casa circondariale - San Lazzaro,415,1,414,536,2025-03-08,215,208,2025-12-31,19,26,2025-12-31,274.0,1.0,77.0,9.0,5.0,274.0,274.0,253.0,2025-03-08,45.0534751,9.6947461,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179842"">Vai alla scheda istituto</a>",273.0,1.96,0.39,6.96,59.56,1.96,1.96,2.12
MII179856,Piazza Armerina,144.0,Via Fabrizio De Andr&eacute; n.1 - 94015 Piazza Armerina,Casa circondariale,49,1,48,69,2025-03-08,45,39,2025-12-31,11,12,2025-12-31,42.0,1.0,31.0,0.0,0.0,42.0,5.0,42.0,2025-03-08,37.385946,14.367174,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179856"">Vai alla scheda istituto</a>",41.0,1.68,0.57,2.23,,1.64,13.8,1.64
MII179876,Volterra,93.0,Rampa di Castello n.4 -  56048 Volterra,Casa di reclusione,189,1,188,175,2025-03-08,82,66,2025-12-31,17,19,2025-12-31,176.0,1.0,0.0,1.0,0.0,157.0,0.0,0.0,2025-03-08,43.400337,10.860019,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179876"">Vai alla scheda istituto</a>",175.0,1.0,0.38,,175.0,1.11,,
MII179896,Pistoia,84.0,Via dei Macelli n.13 - 51100 Pistoia,Casa circondariale,76,1,75,63,2025-03-08,65,52,2025-12-31,11,14,2025-12-31,48.0,1.0,0.0,0.0,0.0,37.0,47.0,18.0,2025-03-08,43.93904125,10.91550517,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179896"">Vai alla scheda istituto</a>",47.0,1.34,0.83,,,1.7,1.34,3.5
MII179913,Pordenone,135.0,Piazza della Motta n.10 - 33170 Pordenone,Casa circondariale,37,0,37,50,2025-03-08,53,43,2025-12-31,10,13,2025-12-31,14.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0,2025-03-08,45.9561032,12.66265692,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179913"">Vai alla scheda istituto</a>",14.0,3.57,0.86,12.5,,3.57,,
MII179932,Porto Azzurro,103.0,Forte San Giacomo n.1 57036 - Porto Azzurro,Casa di reclusione - Pasquale De Santis,334,31,303,313,2025-03-08,205,156,2025-12-31,22,26,2025-12-31,306.0,21.0,118.0,13.0,0.0,285.0,306.0,306.0,2025-03-08,42.7655212,10.40289057,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179932"">Vai alla scheda istituto</a>",285.0,1.1,0.5,2.65,24.08,1.1,1.02,1.02
MII179938,Potenza,149.0,Via Appia n.175 - 85100 Potenza,Casa circondariale - Antonio Santoro,105,44,61,91,2025-03-08,111,104,2025-12-31,16,17,2025-12-31,76.0,17.0,75.0,9.0,0.0,76.0,76.0,76.0,2025-03-08,40.6413675,15.824158,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179938"">Vai alla scheda istituto</a>",59.0,1.54,1.14,1.21,10.11,1.2,1.2,1.2
MII179945,Pozzuoli,,Via Pergolesi n.140 - 80078 Pozzuoli,Casa circondariale femminile,98,98,0,0,2025-03-08,119,1,2025-12-31,5,21,2025-12-31,29.0,29.0,29.0,29.0,0.0,29.0,9.0,29.0,2025-03-08,40.82861375,14.1210843,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179945"">Vai alla scheda istituto</a>",0.0,,,0.0,0.0,0.0,0.0,0.0
MII179958,Prato,110.0,Via La Montagnola n.76 - 50900 Prato,Casa circondariale,589,1,588,646,2025-03-08,270,244,2025-12-31,28,35,2025-12-31,299.0,1.0,25.0,249.0,0.0,299.0,0.0,23.0,2025-03-08,43.9034549,11.0644075,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179958"">Vai alla scheda istituto</a>",298.0,2.17,0.38,25.84,2.59,2.16,,28.09
MII179965,Ragusa,105.0,Via G. di Vittorio n.26 - 97100 Ragusa,Casa circondariale,196,13,183,193,2025-03-08,84,78,2025-12-31,18,18,2025-12-31,66.0,9.0,54.0,3.0,2.0,56.0,66.0,66.0,2025-03-08,36.9145799,14.72372512,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179965"">Vai alla scheda istituto</a>",57.0,3.39,0.4,3.57,64.33,3.45,2.92,2.92
MII179981,Ravenna,149.0,Via Port'Aurea n.57 - 48121 Ravenna,Casa circondariale,49,0,49,73,2025-03-08,74,70,2025-12-31,16,14,2025-12-31,49.0,0.0,0.0,0.0,0.0,49.0,49.0,49.0,2025-03-08,44.41458045,12.19213791,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179981"">Vai alla scheda istituto</a>",49.0,1.49,0.96,,,1.49,1.49,1.49
MII179988,Reggio Calabria Arghillà,124.0,Contrada Rugola n. snc - 89135 Reggio Calabria,Casa circondariale,294,8,286,356,2025-03-08,164,128,2025-12-31,11,32,2025-12-31,85.0,8.0,85.0,0.0,3.0,85.0,85.0,85.0,2025-03-08,38.1929515,15.681926617,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179988"">Vai alla scheda istituto</a>",77.0,4.62,0.36,4.19,,4.19,4.19,4.19
MII179995,Reggio Calabria Giuseppe Panzera,127.0,Via Carcere Nuovo n.15 89129 - Reggio Calabria,Casa circondariale,180,20,160,203,2025-03-08,145,155,2025-12-31,25,0,2025-12-31,85.0,7.0,81.0,14.0,1.0,85.0,85.0,80.0,2025-03-08,38.1035389,15.6397556,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII179995"">Vai alla scheda istituto</a>",78.0,2.6,0.76,2.51,14.5,2.39,2.39,2.54
MII180001,Rimini,136.0,Via Santa Cristina n.19 - 47900 Rimini,Casa circondariale,118,0,118,160,2025-03-08,127,117,2025-12-31,14,17,2025-12-31,53.0,0.0,33.0,36.0,0.0,53.0,41.0,53.0,2025-03-08,44.0593886,12.5684371,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII180001"">Vai alla scheda istituto</a>",53.0,3.02,0.73,4.85,4.44,3.02,3.9,3.02
MII180348,Roma Rebibbia femminile,143.0,Via Bartolo Longo n.92 - 00156 Roma,Casa circondariale - Germana Stefanini,272,7,265,378,2025-03-08,214,183,2025-12-31,21,26,2025-12-31,171.0,7.0,94.0,87.0,8.0,132.0,171.0,169.0,2025-03-08,41.93451235,12.57406556,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII180348"">Vai alla scheda istituto</a>",164.0,2.3,0.48,4.02,4.34,2.86,2.21,2.24
MII180356,Roma Rebibbia IIIª casa,58.0,Via Bartolo Longo n.82 - 00156 Roma,Casa circondariale,172,40,132,77,2025-03-08,46,31,2025-12-31,17,15,2025-12-31,43.0,10.0,43.0,0.0,0.0,43.0,43.0,43.0,2025-03-08,41.93451235,12.57406556,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII180356"">Vai alla scheda istituto</a>",33.0,2.33,0.4,1.79,,1.79,1.79,1.79
MII180370,Roma Rebibbia Nuovo Complesso,148.0,Via Raffaele Majetti n.70 - 00156 Roma,Casa circondariale - Raffaele Cinotti,1170,113,1057,1565,2025-03-08,782,645,2025-12-31,65,58,2025-12-31,624.0,65.0,108.0,1.0,10.0,375.0,621.0,571.0,2025-03-08,41.93451235,12.57406556,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII180370"">Vai alla scheda istituto</a>",559.0,2.8,0.41,14.49,1565.0,4.17,2.52,2.74
MII180380,Roma Rebibbia,97.0,Via Bartolo Longo n.72 - 00156 Roma,Casa di reclusione,445,149,296,287,2025-03-08,189,133,2025-12-31,21,29,2025-12-31,381.0,110.0,61.0,58.0,0.0,60.0,381.0,381.0,2025-03-08,41.93451235,12.57406556,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII180380"">Vai alla scheda istituto</a>",271.0,1.06,0.46,4.7,4.95,4.78,0.75,0.75
MII180401,Roma Regina Coeli,184.0,Via della Lungara n.29 - 00165 Roma,Casa circondariale,628,58,570,1050,2025-03-08,480,351,2025-12-31,33,48,2025-12-31,323.0,32.0,150.0,1.0,0.0,323.0,320.0,323.0,2025-03-08,41.8952204,12.46386051,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII180401"">Vai alla scheda istituto</a>",291.0,3.61,0.33,7.0,1050.0,3.25,3.28,3.25
MII180415,Rossano,117.0,Contrada Ciminata n. snc - 87067 Rossano,Casa di reclusione - Nuovo Complesso,263,0,263,307,2025-03-08,139,108,2025-12-31,20,23,2025-12-31,142.0,0.0,136.0,46.0,0.0,142.0,142.0,142.0,2025-03-08,39.5746821,16.6348647,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII180415"">Vai alla scheda istituto</a>",142.0,2.16,0.35,2.26,6.67,2.16,2.16,2.16
MII180424,Rovigo,123.0,Strada regionale 443 Dir. n.2 - 45100 Rovigo,Casa circondariale,209,2,207,254,2025-03-08,175,132,2025-12-31,14,19,2025-12-31,111.0,1.0,109.0,109.0,6.0,111.0,111.0,109.0,2025-03-08,45.0843329,11.81300853,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII180424"">Vai alla scheda istituto</a>",110.0,2.31,0.52,2.33,2.33,2.29,2.29,2.33
MII180426,Salerno,156.0,Via del Tonnazzo n.1 - 84100 Salerno,Casa circondariale - Antonio Caputo,376,0,376,588,2025-03-08,209,232,2025-12-31,31,31,2025-12-31,130.0,0.0,70.0,87.0,5.0,130.0,104.0,82.0,2025-03-08,40.6521175,14.85032945,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII180426"">Vai alla scheda istituto</a>",130.0,4.52,0.39,8.4,6.76,4.52,5.65,7.17
MII180437,Saluzzo,83.0,Regione Bronda n.19/B - 12037 Saluzzo,Casa di reclusione - Rodolfo Morandi,424,0,424,353,2025-03-08,206,183,2025-12-31,0,0,,275.0,0.0,66.0,204.0,4.0,275.0,270.0,98.0,2025-03-08,44.6446052,7.4926009,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII180437"">Vai alla scheda istituto</a>",275.0,1.28,0.52,5.35,1.73,1.28,1.31,3.6
MII180451,San Cataldo,86.0,Piazza Marconi n.1 - 93017 San Cataldo,Casa di reclusione,135,0,135,116,2025-03-08,59,54,2025-12-31,18,14,2025-12-31,21.0,0.0,21.0,0.0,1.0,1.0,9.0,21.0,2025-03-08,37.488445,13.993065,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII180451"">Vai alla scheda istituto</a>",21.0,5.52,0.47,5.52,,116.0,12.89,5.52
MII180458,San Gimignano,139.0,Loc. Ciuciano Ranza n.20 - 53037 San Gimignano,Casa di reclusione,243,20,223,311,2025-03-08,205,185,2025-12-31,12,21,2025-12-31,231.0,20.0,0.0,4.0,0.0,231.0,231.0,204.0,2025-03-08,43.4263361,11.02355054,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII180458"">Vai alla scheda istituto</a>",211.0,1.47,0.59,,77.75,1.35,1.35,1.52
MII180465,Sanremo,117.0,Strada Armea n.144/a - 18038 Sanremo,Casa di reclusione - Nuovo Complesso,223,0,223,260,2025-03-08,185,157,2025-12-31,12,19,2025-12-31,109.0,0.0,68.0,99.0,0.0,109.0,109.0,10.0,2025-03-08,43.8198253,7.7748827,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII180465"">Vai alla scheda istituto</a>",109.0,2.39,0.6,3.82,2.63,2.39,2.39,26.0
MII180476,San Severo,143.0,Via Emilio Dotoli n.1 - 71016 San Severo,Casa circondariale,61,0,61,87,2025-03-08,60,48,2025-12-31,8,10,2025-12-31,38.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,2025-03-08,41.6893215,15.3708272,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII180476"">Vai alla scheda istituto</a>",38.0,2.29,0.55,,,2.29,2.29,
MII180487,Santa Maria Capua Vetere,138.0,Strada Statale Appia 7 bis Km. 6+500 n. snc - 81055 Santa Maria Capua Vetere,Casa circondariale - Francesco Uccella,826,100,726,1004,2025-03-08,460,455,2025-12-31,46,43,2025-12-31,404.0,40.0,339.0,295.0,8.0,404.0,404.0,244.0,2025-03-08,41.04325675,14.23503914,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII180487"">Vai alla scheda istituto</a>",364.0,2.76,0.45,2.96,3.4,2.49,2.49,4.11
MII181079,Sant'Angelo dei Lombardi,141.0,C. da Selvatico n. SNC - 83054 Sant'Angelo dei Lombardi,"Casa di reclusione - Famiglietti, Forgetta, Bartolo",124,0,124,175,2025-03-08,86,97,2025-12-31,13,18,2025-12-31,86.0,0.0,85.0,0.0,0.0,86.0,86.0,86.0,2025-03-08,40.9101396,15.1892849,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181079"">Vai alla scheda istituto</a>",86.0,2.03,0.55,2.06,,2.03,2.03,2.03
MII181091,Sassari,116.0,Localit&agrave; Bancali - Strada Provinciale 56 n.4 - 07100 Sassari,Casa circondariale - Giovanni Bacchiddu,454,1,453,525,2025-03-08,342,278,2025-12-31,25,33,2025-12-31,292.0,1.0,292.0,9.0,22.0,292.0,292.0,201.0,2025-03-08,40.72020106,8.55148315,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181091"">Vai alla scheda istituto</a>",291.0,1.8,0.53,1.8,58.33,1.8,1.8,2.61
MII181109,Sciacca,85.0,Via Pietro Gerardi n.12 - 92019 Sciacca,Casa circondariale,73,53,20,17,2025-03-08,44,40,2025-12-31,12,13,2025-12-31,25.0,16.0,24.0,0.0,0.0,22.0,10.0,23.0,2025-03-08,37.5064786,13.0823323,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181109"">Vai alla scheda istituto</a>",9.0,1.89,2.35,0.71,,0.77,1.7,0.74
MII181115,Siena,124.0,Piazza Santo Spirito n.3 - 53100 Siena,Casa circondariale,58,0,58,72,2025-03-08,41,41,2025-12-31,9,13,2025-12-31,39.0,0.0,1.0,4.0,0.0,39.0,39.0,1.0,2025-03-08,43.31814595,11.33794054,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181115"">Vai alla scheda istituto</a>",39.0,1.85,0.57,72.0,18.0,1.85,1.85,72.0
MII181125,Siracusa,126.0,Via Monasteri n.20 - 96100  Siracusa,Casa circondariale,545,0,545,687,2025-03-08,234,237,2025-12-31,24,29,2025-12-31,245.0,0.0,219.0,19.0,2.0,245.0,245.0,245.0,2025-03-08,37.03487355,15.16261221,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181125"">Vai alla scheda istituto</a>",245.0,2.8,0.34,3.14,36.16,2.8,2.8,2.8
MII181346,Sondrio,162.0,Via Antonio Caimi n.80 - 23100 Sondrio,Casa circondariale,26,2,24,39,2025-03-08,27,29,2025-12-31,2,11,2025-12-31,20.0,2.0,3.0,0.0,0.0,18.0,3.0,20.0,2025-03-08,46.32336235,10.25841367,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181346"">Vai alla scheda istituto</a>",18.0,2.17,0.74,13.0,,2.17,13.0,1.95
